,area_cm2,area_cm2,area_cm2,area_cm2,area_cm2,thickness_cm,thickness_cm,thickness_cm,thickness_cm,thickness_cm
,mean,std,median,min,max,mean,std,median,min,max
model,,,,,,,,,,
Attention_UNet,4.465825992150021,1.3250810483754323,4.424,0.0,9.79,1.8547900130832973,0.6177708695631648,1.703,0.0,4.859
UNet,4.614764718709115,1.3786900286976866,4.596,0.0,11.267,1.9352206716092457,0.6565245217771601,1.766,0.0,4.844
UNetPlusPlus,4.553488879197557,1.3230465856557112,4.539,0.012,9.817,1.8957754034016572,0.6092257486310747,1.75,0.281,5.0
